name,type,version,versionIndex,numOfClassesInPackage,linesOfCode,freqOfChanges,percCommitsClassChanged,changeHasOccurredMetric,percCommitsPackChanged,totalAmountOfChanges
org/apache/cassandra/db/commitlog/ICommitLogExecutorService.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/io/util/MmappedSegmentedFile.java,class,unversioned,1,0,106,0,0,0,0,0
org/apache/cassandra/streaming/StreamingRepairTask.java,class,unversioned,1,0,172,0,0,0,0,0
org/apache/cassandra/locator/SimpleSeedProvider.java,class,unversioned,1,0,21,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestSynMessageSerializer.java,class,unversioned,1,0,13,0,0,0,0,0
org/apache/cassandra/db/ColumnFamily.java,class,unversioned,1,0,194,0,0,0,0,0
org/apache/cassandra/dht/ByteOrderedPartitioner.java,class,unversioned,1,0,6,0,0,0,0,0
org/apache/cassandra/cql/jdbc/JdbcUUID.java,class,unversioned,1,0,19,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestSynMessage.java,class,unversioned,1,0,17,0,0,0,0,0
org/apache/cassandra/streaming/StreamingRepairTask.java,class,unversioned,1,0,30,0,0,0,0,0
org/apache/cassandra/locator/RackInferringSnitch.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/service/StorageService.java,class,unversioned,1,0,11,0,0,0,0,0
org/apache/cassandra/io/util/OutputBuffer.java,class,unversioned,1,0,28,0,0,0,0,0
org/apache/cassandra/streaming/StreamingService.java,class,unversioned,1,0,52,0,0,0,0,0
org/apache/cassandra/locator/SimpleSnitch.java,class,unversioned,1,0,13,0,0,0,0,0
org/apache/cassandra/db/compaction/CompactionManager.java,class,unversioned,1,0,2,0,0,0,0,0
org/apache/cassandra/service/StorageService.java,class,unversioned,1,0,1622,0,0,0,0,0
org/apache/cassandra/dht/CollatingOrderPreservingPartitioner.java,class,unversioned,1,0,16,0,0,0,0,0
org/apache/cassandra/gms/GossipDigestSynVerbHandler.java,class,unversioned,1,0,62,0,0,0,0,0
org/apache/cassandra/cql/jdbc/MarshalException.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/cli/CliClient.java,class,unversioned,1,0,1650,0,0,0,0,0
org/apache/cassandra/config/ConfigurationException.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/cql/jdbc/TypesMap.java,class,unversioned,1,0,24,0,0,0,0,0
org/apache/cassandra/dht/BytesToken.java,class,unversioned,1,0,29,0,0,0,0,0
org/apache/cassandra/locator/EndpointSnitchInfoMBean.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/service/StorageService.java,class,unversioned,1,0,7,0,0,0,0,0
org/apache/cassandra/db/compaction/CompactionInfo.java,class,unversioned,1,0,2,0,0,0,0,0
org/apache/cassandra/locator/SimpleStrategy.java,class,unversioned,1,0,25,0,0,0,0,0
org/apache/cassandra/service/TruncateResponseHandler.java,class,unversioned,1,0,31,0,0,0,0,0
org/apache/cassandra/db/compaction/CompactionManager.java,class,unversioned,1,0,3,0,0,0,0,0
org/apache/cassandra/service/ReadCallback.java,class,unversioned,1,0,117,0,0,0,0,0
org/apache/cassandra/io/util/RandomAccessReader.java,class,unversioned,1,0,182,0,0,0,0,0
org/apache/cassandra/utils/NodeId.java,class,unversioned,1,0,24,0,0,0,0,0
org/apache/cassandra/dht/LocalPartitioner.java,class,unversioned,1,0,32,0,0,0,0,0
org/apache/cassandra/thrift/CassandraDaemon.java,class,unversioned,1,0,50,0,0,0,0,0
org/apache/cassandra/config/DatabaseDescriptor.java,class,unversioned,1,0,4,0,0,0,0,0
